,nombre,categoria,seccion,descripcion,dimensiones,imagen
728,REG6,Religión,Descatalogado  ,,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/REG6/LOGOTIPO VAZQUEZ- 720x540.png
729,RU6,Rural,Rústico  Rueca  ,Rueca antigua torneada pintadas,60x35x97 (cm),https://atrezzovazquez.es/admin/img_prod/RU6/RU6-1-720x540.png
730,PAR6,Paragüero,,Paragüero chapa decorado ciervo,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/PAR6/PAR6-720x540.png
731,GUA6,Guarnición,Frances  ,Guarnición Luis XV metal grabado figuras,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/GUA6/GUA6-720x540.png
732,ALA7,Alacena,Cocina  ,Alacena puertas celosía,96x43x160 (cm),https://atrezzovazquez.es/admin/img_prod/ALA7/ALA7-1-720x540.png
733,ALF7,Alfombra,Arabe  Comedor  Salón  ,Alfombra persa dibujos marrones,300x190x1 (cm),https://atrezzovazquez.es/admin/img_prod/ALF7/ALF7-720x540.png
734,AFC7,Alfombra de cama,Dormitorio  ,Alfombrin de cama lana verde y flores,120x60x1 (cm),https://atrezzovazquez.es/admin/img_prod/AFC7/AFC7-720x540.png
735,AP7,Aparador,Comedor  Estilo mil novecientos  ,Aparador 1900 cuerpo alto 2 puertas,115x55x250 (cm),https://atrezzovazquez.es/admin/img_prod/AP7/AP7-1-720x540.png
736,AST7,Atrezzo astronomia,Astronomía  ,Telescopio  blanco con pie aluminio,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/AST7/AST7-720x540.png
737,TOR7,Tortura,Carcel  ,Aparato de tortura forma aspa con correas,130x15x247 (cm),https://atrezzovazquez.es/admin/img_prod/TOR7/TOR7-720x540.png
738,ARC7,Arcon,Palacio  Románico  ,Arcón románico figurado con patas y plataforma,190x66x76 (cm),https://atrezzovazquez.es/admin/img_prod/ARC7/ARC7-720x540.png
739,AR7,Armario,Dormitorio  Español  ,Armario 2 puertas cuarterones,138x53x180 (cm),https://atrezzovazquez.es/admin/img_prod/AR7/AR7-1-720x540.png
740,ARM7,Armero,Militar  ,Armero para fusiles doble de suelo,92x52x120 (cm),https://atrezzovazquez.es/admin/img_prod/ARM7/ARM7-720x540.png
741,ATD7,Ataud,,Ataúd de niño figurado blanco,50x145x33 (cm),https://atrezzovazquez.es/admin/img_prod/ATD7/ATD7-1-720x540.png
742,ATR7,Atril,Religioso  ,Atril-facistol madera columna torneada,44x35x103 (cm),https://atrezzovazquez.es/admin/img_prod/ATR7/ATR7-1-720x540.png
743,BAC7,Banco,,Banco tapizado terciopelo morado patas torneadas,128x30x40 (cm),https://atrezzovazquez.es/admin/img_prod/BAC7/BAC7-1-720x540.png
744,BAN7,Banqueta,Frances  ,Banqueta  francesa dorada tapizado terciopelo rojo,122x43x44 (cm),https://atrezzovazquez.es/admin/img_prod/BAN7/BAN7-1-720x540.png
745,M7,Mesa,Jardín  ,Mesa de jardín forja blanca tapa cristal,50x50x62 (cm),https://atrezzovazquez.es/admin/img_prod/M7/M7-1-720x540.png
746,BA7,Baño,Bañera  Rústico  ,Bañera ovalada de cinc con respaldo,150x65x67 (cm),https://atrezzovazquez.es/admin/img_prod/BA7/BA7-1-720x540.png
747,BAR7,Bargueño,Descatalogado  ,Descatalogado,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BAR7/LOGOTIPO VAZQUEZ- 720x540.png
748,BRL7,Barril,Bidón  ,Bidón de aceite chapa verde,57x57x115 (cm),https://atrezzovazquez.es/admin/img_prod/BRL7/BRL7-1-720x540.png
749,BAS7,Bascula,Mercado  Tienda  ,Báscula de tienda de mostrador Lina,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BAS7/BAS7-720x540.png
750,BAU7,Baul,Almacenaje  Viaje  ,Baúl madera marrón con cinchas cuero,51x27x26 (cm),https://atrezzovazquez.es/admin/img_prod/BAU7/BAU7-1-720x540.png
751,BEB7,Bebé,Cochecito  ,Cochecito de bebé gemelar skay azul,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BEB7/BEB7-720x540.png
752,PER7,Perchero,Recibidor  ,"Perchero de pared nogal, caoba y claro con barras metal",100x15x190 (cm),https://atrezzovazquez.es/admin/img_prod/PER7/PER7-1-720x540.png
753,ESC7,Escaleras,,Escalera de 1 subida de madera,50x6x167 (cm),https://atrezzovazquez.es/admin/img_prod/ESC7/ESC7-720x540.png
754,BIO7,Biombo,Dormitorio  ,Biombo modernista 3 hojas rojo (espejos detrás),168x4x192 (cm),https://atrezzovazquez.es/admin/img_prod/BIO7/BIO7-1-720x540.png
755,BRA7,Brasero,Calefaccion  Medieval  ,Brasero alto hierro redondo con pie,35x35x170 (cm),https://atrezzovazquez.es/admin/img_prod/BRA7/BRA7-720x540.png
756,CAB7,Caballete,Pintor  ,Caballete de pintor negro 3 pies,90x90x190 (cm),https://atrezzovazquez.es/admin/img_prod/CAB7/CAB7-720x540.png
757,CAR7,Caja registradora,Calculadoras  Despacho  ,Calculadora OLIVETTI LOGOS 59,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CAR7/CAR7-720x540.png
758,CF7,Caja fuerte,,Caja fuerte de hierro de empotrar roja,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CF7/CF7-720x540.png
759,CAJ7,Caja,Descatalogado  ,Descatalogado,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CAJ7/LOGOTIPO VAZQUEZ- 720x540.png
760,CA7,Cama,Cabecero  Dormitorio  ,Cabecero forma tapizado raso rosa,150x6x90 (cm),https://atrezzovazquez.es/admin/img_prod/CA7/CA7-720x540.png
761,REC7,Reclinatorio,Iglesia  Religioso  ,Reclinatorio torneado tapizado rojo,50x40x85 (cm),https://atrezzovazquez.es/admin/img_prod/REC7/REC7-1-720x540.png
762,JU7,Juguetero,Dormitorio  ,Jugueteros roble con marquetería y espejo,31x32x163 (cm),https://atrezzovazquez.es/admin/img_prod/JU7/JU7 (HAY 2) 720x540.png
763,CARR7,Carretilla,Mercado  Rústico  ,Carro de hierro,90x160x110 (cm),https://atrezzovazquez.es/admin/img_prod/CARR7/CARR007 copia.jpg.jpg
764,CSE7,Carro de servicio,Bar y cafetería  ,Carro servicio de restaurante tubo negro,77x50x77 (cm),https://atrezzovazquez.es/admin/img_prod/CSE7/CSE7-1-720x540.png
765,CH7,Chaiselongue,Jardín  Mimbre  ,Chaiselongue mimbre blanco con cojín,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CH7/CH7-1-720x540.png
766,CO7,Cocinas,Descatalogado  ,Descatalogado,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/CO7/LOGOTIPO VAZQUEZ- 720x540.png
767,COM7,Comoda,Dormitorio  ,Cómoda caoba lisa 4 cajones,120x54x108 (cm),https://atrezzovazquez.es/admin/img_prod/COM7/COM7-1-720x540.png
768,CON7,Consola,Imperio  Recibidor  ,Consola imperio blanca y oro tapa figurada,107x55x81 (cm),https://atrezzovazquez.es/admin/img_prod/CON7/CON7-1-720x540.png
769,COS7,,Costurero  ,Costurero pié con cesta,50x20x69 (cm),https://atrezzovazquez.es/admin/img_prod/COS7/COS07.bmp
770,CU7,Cuadro,Retratos  ,Cuadro marco dorado fotografía Lembranzas (Autor Rubens),176x10x270 (cm),https://atrezzovazquez.es/admin/img_prod/CU7/CU7-720x540.png
771,ANU7,Carteles y anuncios,Tienda  ,Cartel antiguo chapa anuncio americano,15x1x10 (cm),https://atrezzovazquez.es/admin/img_prod/ANU7/ANU7-720x540.png
772,ESP7,Espejo,Recibidor  Salón  ,Espejo pared marco nogal tallado columnas,130x25x205 (cm),https://atrezzovazquez.es/admin/img_prod/ESP7/ESP7-720x540.png
773,ES7,Estanteria,Rústico  ,Estantería madera palos torneados,61x20x125 (cm),https://atrezzovazquez.es/admin/img_prod/ES7/ES7-2-720x540.png
774,EST7,Estufa,Calefaccion  ,Estufa chubesqui hierro de petroleo,25x25x90 (cm),https://atrezzovazquez.es/admin/img_prod/EST7/EST7-720x540.png
775,ESTAT7,Estatua,Egipcio  ,Insignias egipcias diferentes,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/ESTAT7/ESTAT7-1-720x540.png
776,GN7,Galan de noche,Dormitorio  ,Galán de noche caoba articulado,35x35x96 (cm),https://atrezzovazquez.es/admin/img_prod/GN7/GN7-1-720x540.png
777,AGU7,Aguamaniles,Dormitorio  ,Aguamanil niquelado,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/AGU7/AGU7-720x450.png
778,ADP7,Animales disecados en panoplia,,Cuernos diferentes,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/ADP7/ADP7-720x450.png
779,F7,Fichero,Despacho  ,Fichero madera de imprenta 17 cajones,88x36x71 (cm),https://atrezzovazquez.es/admin/img_prod/F7/F7-1-720x540.png
780,MUS7,Instrumentos musicales,Piano  Musica  ,Piano de pared auténtico nogal,147x63x130 (cm),https://atrezzovazquez.es/admin/img_prod/MUS7/MUS7-1-720x540.png
781,ADO7,Adornos,Salón  ,adorno mesa Talavera,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/ADO7/ADO7-720x540.png
782,DPT7,Deporte,Gimnasio  ,Colchoneta de gimnasio skay rojo,200x150x25 (cm),https://atrezzovazquez.es/admin/img_prod/DPT7/DPT7-720x540.png
783,LAM7,Lámpara,Lámpara de mesa  Salón  ,Lámpara de mesa de barro pintada,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/LAM7/LAM7-720X540.png
784,FUM7,Artículos de fumador,Cenicero  ,Cenicero cristal caramelo pájaro,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/FUM7/FUM7-720x540.png
785,ASP7,Aspiradoras,Electrodomestico  ,Aspiradora antigua niquelada bolsa en barra,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/ASP7/ASP7-720x540.png
786,AZP7,Azulejos y platos de pared,Decoración  ,Azulejo de pared maja desnuda marco forja hierro,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/AZP7/AZP7-720x540.png
787,BAD7,Bandejas,,Bandeja metal con patas,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BAD7/BAD7-720x540.png
788,BYC7,Atrezzo de bar y cafetería,Bar y cafetería  ,Botellas de cristal transparente cierre presión,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/BYC7/BYC7(BAR7-720x540).png
789,COL7,Atrezzo colegio,Colegio  ,Cajas pinturas y rotuladores,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/COL7/COL7-720x540.png
790,DES7,Atrezzo despacho,Despacho  Escribanías y tinteros  Español  ,Escribanía cuero repujado con carpeta de mesa,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/DES7/DES7-720x540.png
791,CST7,Moda y costura,Avíos de costura  ,Cabeza de modista de mimbre,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CST7/CST7-720x540.png
792,CTN7,Catenaria,,Cordón skay rojo,4x170x4 (cm),https://atrezzovazquez.es/admin/img_prod/CTN7/CTN7-720x540.png
793,CEM7,Cementerio,,Tumba de hierro forjado con cruz.,90x90x180 (cm),https://atrezzovazquez.es/admin/img_prod/CEM7/CEM007-1-720x540.png
794,CHI7,Chimenea,,Par de morillos de chimenea hierro.,1x1x45 (cm),https://atrezzovazquez.es/admin/img_prod/CHI7/CHI7-720x540.png
795,CRI7,Cristalería,,Copas cristal bajas con peana,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CRI7/CRI7-720x540.png
796,MC7,Macetero,Comedor  Salón  ,Macetero de madera cuadrado,50x50x102 (cm),https://atrezzovazquez.es/admin/img_prod/MC7/MC7-1-720X540.png
797,ME7,Mesilla,Dormitorio  Inglesa  ,Mesilla inglesa blanca pata forma con 1 cajón,55x33x60 (cm),https://atrezzovazquez.es/admin/img_prod/ME7/ME7-1-720x540.png
798,VET7,Ventilador,,Ventilador de mesa antiguo verde,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/VET7/VET7-720x540.png
799,REL7,Reloj,Inglesa  Salón  ,´Reloj de pie inglés con péndulo,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/REL7/REL7-1-720x540.png
800,TEL7,Telefonía,,Teléfono antiguo negro de pared campanas,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/TEL7/TLF7-720x540.png
801,MYN7,Maletas y neceseres de viaje,Viaje  ,Maleta antigua cuero marrón con correas,80x40x25 (cm),https://atrezzovazquez.es/admin/img_prod/MYN7/MYN7-720x540.png
802,MYC7,Maletines y carteras,,DESCATALOGADO,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MYC7/MYC7-720x540.png
803,LYR7,Libros y revistas,,Libros de texto,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/LYR7/LYR7-720x540.png
804,TOC7,Objetos de tocador,Tocador  ,Espejos de mano antiguos,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/TOC7/TOC7-720x540.png
805,VAJ7,Vajilla,Cocina  ,Platos Duralex blancos flores,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/VAJ7/VAJ7-720x540.png
806,JUG7,Juguetes,Juguete  ,Juego antiguo Disco-Gol con su caja,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/JUG7/JUG7-720x540.png
807,JAR7,Jarrones y jarras,Adorno  Decoración  Salón  ,Jarra cobrizada asa metal,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/JAR7/JAR7-720x540.png
808,TYV7,Televisores y vídeos,Televisor  ,"Televisión caja gris Sanyo 21"" (color)",69x48x46 (cm),https://atrezzovazquez.es/admin/img_prod/TYV7/TYV7-1-720x540.png
809,MYS7,Tocadiscos y altavoces,Altavoces  Electrónica  Musica  Sonido  ,Altavoces caja madera clara grandes,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MYS7/MYS7-720x540.png
810,TP7,Tapices y estandartes,Castillo  ,Tapiz pintado cacería medieval,113x0x172 (cm),https://atrezzovazquez.es/admin/img_prod/TP7/TP7-1-720x540.png
811,ML7,Librería,Despacho  Español  ,LIBRERÍA DESPACHO ESPAÑOL CABEZAS TALLADAS,165x45x180 (cm),https://atrezzovazquez.es/admin/img_prod/ML7/ML7-1-720x540.png
812,MED7,Atrezzo medicina,Hospital  Medicina  ,Trompetillas de madera antiguas,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MED7/MED7-720x540.png
813,HOS7,Hospitales,Camillas  Hospital  Medicina  ,CAMILLA DE CURAS HIERRO BLANCO,148x60x80 (cm),https://atrezzovazquez.es/admin/img_prod/HOS7/HOS7-1-720x540.png
814,VAA7,Atrezzo vario,,Candados antiguos hierro,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/VAA7/VAA7-720x540.png
815,GRA7,Gramófonos y gramolas,Musica  ,Gramófono nogal pequeño con bocina,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/GRA7/GRA7-720x540.png
816,ARA7,Atrezzo Árabe,Arabe  ,Sillón árabe nogal tallado,75x73x119 (cm),https://atrezzovazquez.es/admin/img_prod/ARA7/ARA7-1-720x540.png
817,SI7,Sillón,Frances  Salón  Sillería  ,Sillón Luis XVI dorado rejilla medio punto con cojines,75x52x80 (cm),https://atrezzovazquez.es/admin/img_prod/SI7/SI7-1-720x540.png
818,RAD7,Radios,,Radio antigua caja madera frontal plástico crema 3 mandos,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/RAD7/RAD7-720x540.png
819,JAM7,Jamuga,Descatalogado  ,,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/JAM7/LOGOTIPO VAZQUEZ- 720x540.png
820,MV7,Muebles varios,Italiano  Mueble bar  ,Mueble bar italiano claro con puerta de espejo,65x45x95 (cm),https://atrezzovazquez.es/admin/img_prod/MV7/MV7-1-720x540.png
821,JAU7,Jaula,,Jaula grande de plástico,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/JAU7/JAU7-720x540.png
822,JUE7,Juego,Bar y cafetería  Casino  ,Máquina tragaperras PYRAMID,57x61x175 (cm),https://atrezzovazquez.es/admin/img_prod/JUE7/JUE7-1-720X540.png
823,SIL7,Silla,Frances  Sillería  ,Silla Luis XV dorada rejilla con cojín,44x47x98 (cm),https://atrezzovazquez.es/admin/img_prod/SIL7/SIL7-1-720x540.png
824,LM7,Litera de mano,Egipcio  ,Palanquín egipcio,75x120x130 (cm),https://atrezzovazquez.es/admin/img_prod/LM7/LM7-720x540.png
825,MEC7,Mecedora,Curvado  Infantil  ,Mecedora curvada tapizada de niño,41x64x62 (cm),https://atrezzovazquez.es/admin/img_prod/MEC7/MEC7-1-720x540.png
826,MOS7,Mostrador,Tienda  ,Mostrador de tienda con vitrina,156x41x82 (cm),https://atrezzovazquez.es/admin/img_prod/MOS7/MOS7-1-720x540.png
827,S7,Sofá,Frances  Salón  Sillería  ,Sofá Luis XVI rejilla dorada con cojines,128x55x80 (cm),https://atrezzovazquez.es/admin/img_prod/S7/S7-1-720x540.png
828,ILU7,Iluminación,Cine  ,Caja porta pantallas de iluminación,88x20x58 (cm),https://atrezzovazquez.es/admin/img_prod/ILU7/ILU7-720X540.png
829,PV7,Pie de vela,Hachero  Iglesia  Medieval  ,Hachero de suelo 3 luces en aro,58x58x150 (cm),https://atrezzovazquez.es/admin/img_prod/PV7/PV7-720x540.png
830,SEC7,Secreter,Jacobino  Salón  ,Secreter jacobino caoba tallado,75x40x105 (cm),https://atrezzovazquez.es/admin/img_prod/SEC7/SEC7-2-720x540.png
831,VI7,Vitrina,Comedor  Salón  ,Vitrina nogal con cajón y 2 puertas,82x40x170 (cm),https://atrezzovazquez.es/admin/img_prod/VI7/VI7-1-720x540.png
832,PEL7,Peluquería,,Máquina de rulos de madera antigua,60x35x125 (cm),https://atrezzovazquez.es/admin/img_prod/PEL7/PEL7-1-720x540.png
833,SR7,Silla de ruedas,Hospital  ,Silla de ruedas tapizada skay negro asiento fijo,64x114x90 (cm),https://atrezzovazquez.es/admin/img_prod/SR7/SR7-720x540.png
834,PC7,Pizarra,,Pizarra de colegio marco aluminio,250x5x123 (cm),https://atrezzovazquez.es/admin/img_prod/PC7/PC7-720x540.png
835,BUZ7,Buzones,Calle  ,Buzón de correos hierro amarillo,60x60x140 (cm),https://atrezzovazquez.es/admin/img_prod/BUZ7/BUZ7-720x540.png
836,CAM7,Cámara fotos y vídeo,Proyectores de super ocho  ,Proyector de 8mm AGFA,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CAM7/CAM7-720x540.png
837,JUZ7,Juzgado,Juzgados  ,Barandilla de juzgado balaustres nogal de 3´60 metros,360x7x85 (cm),https://atrezzovazquez.es/admin/img_prod/JUZ7/JUZ7-720x540.png
838,QIN7,Quinqués,,Quinqué cristal con pantalla espejo,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/QIN7/QIN7-720x540.png
839,REV7,Revistero,Mimbre  Salón  ,Revistero de mimbre,52x25x48 (cm),https://atrezzovazquez.es/admin/img_prod/REV7/REV7-1-720x540.png
840,MOU7,Mobiliario urbano,Calle  ,Papelera de calle de rejilla con pie,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/MOU7/MOU7-1-720x540.png
841,LOG7,Logicine,Jarrón  ,Jarrón grande panzudo dorado,55x55x60 (cm),https://atrezzovazquez.es/admin/img_prod/LOG7/JAR160 (HAY 2)_logicine-720x540.png
842,CDM7,Centro de mesa,Adorno  ,Centro de mesa de chapa y madera,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/CDM7/CDM7-720x540.png
843,PAP7,Papelera,,Papelera de plástico alta,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/PAP7/PAP7-720x540.png
844,FIG7,Figuras,Adorno  ,Figura de cartón oso,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/FIG7/FIG7-720x540.png
845,PLA7,Playa,Hamaca  Jardín  ,Hamaca de madera reclinable con tela rayas y toldo,290x60x130 (cm),https://atrezzovazquez.es/admin/img_prod/PLA7/PLA7-720x540.png
846,REG7,Religión,Descatalogado  ,,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/REG7/LOGOTIPO VAZQUEZ- 720x540.png
847,RU7,Rural,Rústico  ,Polipasto hierro de 2 poleas de 20cm,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/RU7/RU7-720x540.png
848,GUA7,Guarnición,Imperio  ,Guarnición imperio mármol negro y rojo,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/GUA7/GUA7-720x540.png
849,ALA8,Alacena,Cocina  ,Alacena nogal con puertas y cajones,94x37x180 (cm),https://atrezzovazquez.es/admin/img_prod/ALA8/ALA8-1-720x540.png
850,ALF8,Alfombra,Arabe  Comedor  Salón  ,Alfombra persa roja,300x200x1 (cm),https://atrezzovazquez.es/admin/img_prod/ALF8/ALF8-720x540.png
851,AFC8,Alfombra de cama,Dormitorio  ,Alfombrín de cama crema,130x65x2 (cm),https://atrezzovazquez.es/admin/img_prod/AFC8/AFC8-720x540.png
852,AP8,Aparador,Comedor  Estilo mil novecientos  ,Trinchero 1900 caoba con copete,117x50x160 (cm),https://atrezzovazquez.es/admin/img_prod/AP8/AP8-1-720x540.png
853,AST8,Atrezzo astronomia,Astronomía  ,Telescopio naranja trípode madera,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/AST8/AST8-720x540.png
854,ARC8,Arcon,Dormitorio  Español  ,Arcón cuarterones lisos nogal,90x40x46 (cm),https://atrezzovazquez.es/admin/img_prod/ARC8/ARC8-1-720x540.png
855,AR8,Armario,Dormitorio  Mallorquín  ,"Armario mallorquín 3 puertas, la central con espejo.",190x51x200 (cm),https://atrezzovazquez.es/admin/img_prod/AR8/AR8-720x540.png
856,ARM8,Armero,Medieval  ,Porta lanzas de madera para 7 lanzas,167x15x120 (cm),https://atrezzovazquez.es/admin/img_prod/ARM8/ARM8-1-720x540.png
857,ATD8,Ataud,,Ataúd auténtico nogal sin crucifijo (interior 55x185x30),68x192x44 (cm),https://atrezzovazquez.es/admin/img_prod/ATD8/ATD008 (CERRADO).jpg
858,ATR8,Atril,,Atril madera de suelo con pie torneado,33x28x113 (cm),https://atrezzovazquez.es/admin/img_prod/ATR8/ATR8-1-720x540.png
859,BAC8,Banco,,Banco sin respaldo tapizado terciopelo patas rectas,185x40x45 (cm),https://atrezzovazquez.es/admin/img_prod/BAC8/BAC8-1-720x540.png
860,BAN8,Banqueta,Frances  Góndola  ,Banqueta góndola Luis XVI gris y oro,110x45x82 (cm),https://atrezzovazquez.es/admin/img_prod/BAN8/BAN8-1-720x540.png
861,M8,Mesa,Jardín  Mimbre  ,Mesa de mimbre blanco tapa cristal humo (a juego 4 sillas SIL-373 y 2 sillones SI-381),180x94x83 (cm),https://atrezzovazquez.es/admin/img_prod/M8/M8-1-720x540.png
862,BA8,Baño,Bañera  ,Ducha hidromasaje,50x35x200 (cm),https://atrezzovazquez.es/admin/img_prod/BA8/BA8-720x540.png
863,BAR8,Bargueño,Cubista  ,Pie de bargueño cubista,73x36x75 (cm),https://atrezzovazquez.es/admin/img_prod/BAR8/BAR8-720x540.png
864,BRL8,Barril,Bidón  ,Bidón de plástico colores,50x50x80 (cm),https://atrezzovazquez.es/admin/img_prod/BRL8/BRL8-1-720x540.png
865,BAS8,Bascula,Farmacia  Hospital  ,Báscula de farmacia para bebés,55x34x20 (cm),https://atrezzovazquez.es/admin/img_prod/BAS8/BAS8-720x540.png
866,BAU8,Baul,Almacenaje  Viaje  ,Baúl madera marrón con cinchas cuero,46x21x21 (cm),https://atrezzovazquez.es/admin/img_prod/BAU8/BAU8-1-720x540.png
867,BEB8,Bebé,Cochecito  ,Cochecito de bebé inglés cuco con capota azul,120x60x120 (cm),https://atrezzovazquez.es/admin/img_prod/BEB8/BEB8-1-720x540.png
868,PER8,Perchero,Cubista  Recibidor  ,Perchero de pared cubista nogal,97x15x180 (cm),https://atrezzovazquez.es/admin/img_prod/PER8/PER8-1-720x540.png
869,ESC8,Escaleras,Almacenaje  ,Escalera de 1 subida de madera,67x5x250 (cm),https://atrezzovazquez.es/admin/img_prod/ESC8/ESC8-720x540.png
870,BIO8,Biombo,Dormitorio  ,Biombo modernista 3 hojas rojo y damasco oro (espejos detrás),168x4x192 (cm),https://atrezzovazquez.es/admin/img_prod/BIO8/BIO8-720x540.png
871,BRA8,Brasero,Calefaccion  ,Brasero bajo redondo de pletina,50x50x55 (cm),https://atrezzovazquez.es/admin/img_prod/BRA8/BRA8-1-720x540.png
872,CAB8,Caballete,Pintor  ,Caballete de estudio madera clara con ruedas,62x65x170 (cm),https://atrezzovazquez.es/admin/img_prod/CAB8/CAB8-1-720x540.png
873,CAR8,Caja registradora,Tienda  ,Caja registradora con cajón GOLD,41x42x30 (cm),https://atrezzovazquez.es/admin/img_prod/CAR8/CAR8-1-720x540.png
874,CAJ8,Caja,Almacenaje  Cajas  ,Caja de embalaje de madera.,1x1x1 (cm),https://atrezzovazquez.es/admin/img_prod/CAJ8/CAJ8-720x540.png
875,CA8,Cama,Descatalogado  ,Descatalogado,0x0x0 (cm),https://atrezzovazquez.es/admin/img_prod/CA8/LOGOTIPO VAZQUEZ- 720x540.png
876,REC8,Reclinatorio,Iglesia  Religioso  ,Reclinatorio madera torneado,48x40x86 (cm),https://atrezzovazquez.es/admin/img_prod/REC8/REC8-1-720x540.png
877,CARR8,Carretilla,Rústico  ,Carretilla de madera con cajón  y rueda de hierro,170x70x75 (cm),https://atrezzovazquez.es/admin/img_prod/CARR8/CARR8-1-720x540.png
878,CSE8,Carro de servicio,Cocina  Comedor  Salón  ,Carro de servicio metal y formica con asas.,62x40x70 (cm),https://atrezzovazquez.es/admin/img_prod/CSE8/CSE8-1-720x540.png
879,CH8,Chaiselongue,Jardín  Mimbre  ,Chaiselonge mimbre pintada blanco respaldo bajo,180x65x70 (cm),https://atrezzovazquez.es/admin/img_prod/CH8/CH8-1-720x540.png
880,CO8,Cocinas,Cocina  Electrodomestico  ,Cocina eléctrica de mesa 2 fuegos con horno,58x39x40 (cm),https://atrezzovazquez.es/admin/img_prod/CO8/CO8-720x540.png
881,CF8,Caja fuerte,,Caja fuerte azul (abierta),48x35x35 (cm),https://atrezzovazquez.es/admin/img_prod/CF8/CF8-1-720x540.png
882,COM8,Comoda,Dormitorio  ,Cómoda nogal 5 cajones tapa mármol rosa,120x61x99 (cm),https://atrezzovazquez.es/admin/img_prod/COM8/COM8-1-720x540.png
883,CON8,Consola,Imperio  Recibidor  ,Consola imperio metal con tapa mármol,96x33x79 (cm),https://atrezzovazquez.es/admin/img_prod/CON8/CON8-1-720x540.png
884,COS8,,Costurero  ,Costurero caoba con espejo interior,50x40x72 (cm),https://atrezzovazquez.es/admin/img_prod/COS8/COS08.bmp
885,CU8,Cuadro,Caceria  Desnudo  ,Cuadro marco ancho fotografía Venus (Autor Tiziano),280x10x260 (cm),https://atrezzovazquez.es/admin/img_prod/CU8/CU8-720x540.png
886,ANU8,Carteles y anuncios,Tienda  ,Cartel antiguo chapa anuncio americano,15x1x15 (cm),https://atrezzovazquez.es/admin/img_prod/ANU8/ANU8-720x540.png
887,ESP8,Espejo,Recibidor  Salón  ,Espejo marco dorado tallado 4 espejos,150x25x186 (cm),https://atrezzovazquez.es/admin/img_prod/ESP8/ESP8-720x540.png
888,ES8,Estanteria,Despacho  ,Estanteria plastificada pino,80x40x190 (cm),https://atrezzovazquez.es/admin/img_prod/ES8/ES8-720x540.png
889,EST8,Estufa,Calefaccion  ,Estufa chubesqui hierro 3 patas,24x24x60 (cm),https://atrezzovazquez.es/admin/img_prod/EST8/EST8-720x540.png
